Date,Time,Room,Title,Summary,Experiment,Keywords,Interest,Type,Confidence,Unknown Terms
2024-06-07,03:20:00 PM,Blackman Auditorium,LHCP International Advisory Committee report (10'),The abstract does not provide specific content or context for evaluation.,,[],1,,0.1,[]
2024-06-07,03:30:00 PM,Blackman Auditorium,Closing remarks,No specific content provided to evaluate the presentation's relevance to my interests.,,[],1,,0.1,[]
2024-06-07,02:50:00 PM,Blackman Auditorium,"Overall CERN view, status and plans (25'+5')",The abstract does not provide any specific information about the content or focus of the talk.,,[],1,,0.1,[]
2024-06-07,01:30:00 PM,Blackman Auditorium,HL-LHC status of preparation (15+5'),The abstract discusses the current status of preparations for the High-Luminosity LHC project.,LHC,"['HL-LHC', 'preparation', 'status']",1,,0.3,[]
2024-06-07,01:00:00 PM,Blackman Auditorium,The physics at HL-LHC and beyond (25'+5'),"The abstract discusses physics research at the High-Luminosity Large Hadron Collider, focusing on future experiments and their implications.",,"['HL-LHC', 'future physics', 'particle physics']",1,,0.3,[]
2024-06-07,07:00:00 AM,Blackman Auditorium,Poster award presentation 15',"No abstract provided for this presentation, making it difficult to assess the content.",,[],1,,0.1,[]
2024-06-07,06:00:00 AM,Blackman Auditorium,Particle production and collectivity from small to large collision systems (25'+5'),"The abstract discusses particle production and collectivity in various collision systems, but lacks specific details on methods or results.",,"['particle production', 'collectivity', 'collision systems']",1,,0.3,[]
2024-06-07,05:30:00 AM,Blackman Auditorium,EFT theory  (25'+5'),The abstract discusses effective field theory (EFT) without providing specific details on its relevance to the topics of interest.,,"['EFT', 'theory']",1,,0.2,[]
2024-06-06,02:36:00 PM,Blackman Auditorium,Software upgrades for HL-LHC (20'+4'),The abstract discusses software upgrades related to the High-Luminosity Large Hadron Collider.,Unknown,"['HL-LHC', 'software', 'upgrades']",1,,0.3,[]
2024-06-06,02:12:00 PM,Blackman Auditorium,LHCb upgrades (20'+4'),"The abstract discusses upgrades to the LHCb experiment, focusing on enhancements for future particle physics research.",LHCb,"['LHCb', 'upgrades', 'particle physics']",1,,0.3,[]
2024-06-06,01:48:00 PM,Blackman Auditorium,ALICE upgrades (20'+4'),No information is provided about the talk's content or relevance to specific topics.,ALICE,[],1,,0.1,[]
2024-06-06,01:24:00 PM,Blackman Auditorium,ATLAS upgrades ( 20'+4'),The abstract does not provide specific information about the content or focus of the talk.,ATLAS,[],1,,0.2,[]
2024-06-06,01:00:00 PM,Blackman Auditorium,CMS upgrades (20'+4'),"The abstract discusses upgrades to the CMS detector, but lacks details on physics topics or analysis methods.",CMS,"['CMS', 'detector upgrades']",1,,0.2,[]
2024-06-06,08:55:00 AM,Blackman Auditorium,Precision top quark physics (25'+5'),"The abstract discusses precision measurements and studies related to the top quark, a fundamental particle in the Standard Model.",,"['top quark', 'precision measurements', 'Standard Model']",1,,0.7,[]
2024-06-06,08:25:00 AM,Blackman Auditorium,"Data processing techniques with focus on trigger, GPUs, etc. ( 25'+5')","The presentation focuses on data processing techniques, particularly related to triggers and GPU usage in data analysis.",,"['data processing', 'triggers', 'GPUs', 'analysis techniques']",2,,0.5,[]
2024-06-06,07:00:00 AM,Blackman Auditorium,Investigating interactions in the quark-gluon plasma with with jets and heavy flavor (25'+5'),The talk focuses on studying the quark-gluon plasma through jets and heavy flavor interactions.,,"['quark-gluon plasma', 'jets', 'heavy flavor', 'interactions']",1,,0.7,[]
2024-06-06,06:30:00 AM,Blackman Auditorium,Top cross-section measurements and rare ttX processes (25'+5'),"Focuses on measurements of top quark production and associated rare processes, potentially involving standard model physics.",,"['top quark', 'cross-section', 'rare processes', 'ttX']",1,,0.8,[]
2024-06-06,06:00:00 AM,Blackman Auditorium,Precision Higgs Physics (25'+5'),"The talk likely focuses on the precision measurements and properties of the Higgs boson, which are important for understanding fundamental particle interactions.",,"['Higgs Physics', 'Particle Physics', 'Precision Measurements']",1,,0.3,[]
2024-06-05,02:42:00 PM,Blackman Auditorium,BSM theory perspectives for Run 3 and beyond (20'+4'),The abstract discusses perspectives on Beyond the Standard Model (BSM) theories relevant for upcoming experimental runs.,,"['BSM', 'theory', 'Run 3']",1,,0.5,[]
2024-06-05,02:18:00 PM,Blackman Auditorium,QCD measurements in pp collisions (20'+4'),The abstract discusses QCD measurements in proton-proton collisions.,,"['QCD', 'pp collisions', 'measurements']",1,,0.8,[]
2024-06-05,01:54:00 PM,Blackman Auditorium,Prompt searches for feebly interacting particles (20'+4'),"The presentation focuses on searches for particles that interact very weakly, which may include topics relevant to hidden sectors.",,"['feebly interacting particles', 'hidden sector', 'search techniques']",2,,0.5,[]
2024-06-05,01:24:00 PM,Blackman Auditorium,Recent developments in Heavy Ion (25'+5'),The presentation discusses recent advancements in heavy ion collisions and their implications for particle physics.,,"['heavy ion physics', 'collisions', 'particle physics']",1,,0.2,[]
2024-06-05,01:00:00 PM,Blackman Auditorium,Multiboson measurements (20'+4'),"The abstract does not provide details on the multiboson measurements, making it difficult to assess relevance.",,"['multiboson', 'measurements']",1,,0.2,[]
2024-06-05,07:00:00 AM,Blackman Auditorium,DiHiggs production at LHC (SM) (25'+5'),The presentation likely discusses the standard model process of di-Higgs production at the LHC.,LHC,"['DiHiggs', 'LHC', 'Standard Model', 'Higgs boson']",1,,0.6,[]
2024-06-05,06:30:00 AM,Blackman Auditorium,EW precision predictions and QCD-EW interplay for the LHC (25'+5'),The presentation likely discusses predictions related to electroweak (EW) processes and the interplay between QCD and EW interactions at the LHC.,,"['Electroweak', 'QCD', 'LHC', 'precision predictions']",1,,0.8,[]
2024-06-05,06:00:00 AM,Blackman Auditorium,Precision EW (includes top) (25'+5'),"The abstract focuses on precision electroweak measurements, possibly involving top quark physics, but lacks specific details.",,"['Electroweak', 'Top quark', 'Precision measurements']",1,,0.2,[]
2024-06-04,02:36:00 PM,Blackman Auditorium,Ultraperipheral heavy-ion collisions (20'+4'),"The abstract discusses ultraperipheral heavy-ion collisions, focusing on their unique features and potential implications for particle physics.",,"['heavy-ion collisions', 'ultraperipheral', 'particle physics']",1,,0.4,[]
2024-06-04,02:12:00 PM,Blackman Auditorium,Non-resonant searches at TeV scale (20'+4'),"The abstract discusses non-resonant searches at the TeV scale, focusing on potential discoveries beyond the Standard Model.",,"['non-resonant searches', 'TeV scale', 'beyond the Standard Model']",1,,0.4,[]
2024-06-04,01:48:00 PM,Blackman Auditorium,Resonances searches (20'+4'),"The abstract discusses searches for resonances, which typically involve particle decays and interactions, but lacks specific details.",,"['resonances', 'particle decay', 'search techniques']",1,,0.5,[]
2024-06-04,01:24:00 PM,Blackman Auditorium,Importance of LQCD to precision theory (20'+4'),The abstract discusses the relevance of Lattice Quantum Chromodynamics (LQCD) to precision theoretical calculations in particle physics.,,"['LQCD', 'precision theory', 'quantum chromodynamics', 'particle physics']",1,,0.2,[]
2024-06-04,01:00:00 PM,Blackman Auditorium,CKM and CPV measurements in the beauty and charm sector (20'+4'),The presentation discusses measurements related to CKM and CP violation in the beauty and charm quark sectors.,,"['CKM', 'CP violation', 'beauty quarks', 'charm quarks']",1,,0.7,[]
2024-06-04,07:00:00 AM,Blackman Auditorium,Measurement of Higgs boson production and properties (25'+5'),"The talk focuses on the production and properties of the Higgs boson, contributing to the understanding of this fundamental particle in the Standard Model.",,"['Higgs boson', 'production', 'properties', 'Standard Model']",1,,0.8,[]
2024-06-04,06:30:00 AM,Blackman Auditorium,Experimental status of  b->sll and b->cln transitions (25'+5'),"The talk focuses on the experimental observations of specific b-meson decay processes, particularly b->sll and b->cln transitions.",,"['b-meson', 'decay processes', 'flavor physics']",1,,0.7,[]
2024-06-03,02:45:00 PM,Blackman Auditorium,Hadron spectroscopy and hadron-hardon interactions (20'+4),"The presentation focuses on hadron spectroscopy and interactions, but lacks detail due to the absence of an abstract.",,"['hadron spectroscopy', 'hadron interactions']",1,,0.7,[]
2024-06-03,02:20:00 PM,Blackman Auditorium,Recent improvements and new ideas on QCD predictions (20'+4),"The presentation focuses on advancements in QCD predictions, highlighting recent improvements and innovative approaches.",,"['QCD', 'predictions', 'improvements', 'new ideas']",1,,0.2,[]
2024-06-03,01:55:00 PM,Blackman Auditorium,Searches for LLP (20'+4'),"The presentation likely discusses searches for long-lived particles, which are relevant in various theoretical frameworks including hidden sector physics and RPV SUSY.",,"['long-lived particles', 'LLP', 'hidden sector', 'exotics', 'RPV SUSY']",3,,0.9,[]
2024-06-03,01:30:00 PM,Blackman Auditorium,Lepton flavor violation and rare heavy flavor decays (20'+4'),"The presentation focuses on lepton flavor violation and rare decays in heavy flavor sectors, though specific details are not provided.",,"['lepton flavor violation', 'rare decays', 'heavy flavor']",1,,0.6,[]
,,Blackman Auditorium,Closing,No abstract provided to summarize.,,[],1,,0.1,[]
